Semester,Jenis,Program,Judul,Pembimbing
2020/2021-2,Skripsi,Teknik Elektro Reguler,Implementasi Pengendalian Kecepatan Motor Induksi Tiga Fasa Menggunakan Metode Sensorless RFOC,"Dr. Ir. Feri Yusivar, M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Internasional,Analisis Teknis dan Keuangan Sistem PV-Rooftop untuk Residensial di Indonesia Menggunakan HOMER Pro Optimizer,"Dr.Ing Budi Sudiarto, ST., MT."
2020/2021-2,Skripsi,Teknik Komputer,Rancangan Sistem Penilaian Esai Otomatis (SIMPLE-O) Untuk Ujian Bahasa Jepang dengan Convolutional Neural Network,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-2,Skripsi,Teknik Komputer,Analisis Kinerja Algoritma Peletakan Virtual Machine pada Virtual Mesh Network dengan Teknologi 5G,"Prof. Dr. Ir. Riri Fitri Sari, MM. MSc."
2020/2021-2,Skripsi,Teknik Komputer,Rancang Bangun Sistem Penilaian Esai Otomatis (Simple-O) untuk Ujian Bahasa Jepang dengan Siamese Manhattan CNN-LSTM,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-2,Skripsi,Teknik Komputer,Purwarupa Perangkat IoT untuk Otomatisasi Pengairan dan untuk Precision Farming,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-2,Skripsi,Teknik Komputer,Rancangan Sistem Penilaian Esai Otomatis (SIMPLE-O) untuk Ujian Bahasa Jepang dengan GRU,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-2,Skripsi,Teknik Komputer,Rancangan Sistem Penilaian Essai Otomatis (SIMPLE-O) untuk ujian Bahasa Jepang dengan Simple Recurrent Neural Network,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-2,Skripsi,Teknik Komputer,Pengembangan Sistem Penilaian Esai Otomatis untuk Ujian Bahasa Jepang Menggunakan Multilayer PerceptronParticle Swarm Optimization,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Simulasi Rancang Model Sensor Serat Kisi Bragg (Fiber Bragg Grating) Sebagai Sensor Temperatur Uji Lucutan Korona,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Analisis Setting Relay Proteksi Over Current Relay (OCR) dan Ground Fault Relay (GFR) pada Penyulang SU04 Gitet Sarulla,"Dr.Ir. Retno Wigajatri Purnamaningsih, MT"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Analisis Performa YOLOv4 dan SSD MobileNet V2 untuk Pendeteksian Foreign Object Debris (FOD) pada Landasan Pacu Bandara dengan Custom Dataset,"Prof. Dr. Ir. Fitri Yuli Zulkifli, ST., MSc"
2020/2021-2,Skripsi,Teknik Komputer,Pengembangan Model Pembelajaran Mesin untuk Analisis Sentimen Masyarakat Terhadap PSBB dengan Metode Pemodelan Bahasa DistilBERT dan Klasifikasi Berbasis ANN dan Non-ANN,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-2,Skripsi,Teknik Komputer,Sistem Penginputan Dokumen Akta Jual Beli Tanah pada Aplikasi Berbasis Website dengan Memanfaatkan Machine Learning,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-2,Skripsi,Teknik Komputer,Perancangan Sistem Analisa Prediktif Dataset Time Series Otomatis Menggunakan Algoritma SARIMAX dan Holt Winters Exponential Smoothing Pada Platform Web,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-2,Skripsi,Teknik Komputer,Pendekatan Machine Learning untuk Klasifikasi Fitur yang Memengaruhi Popularitas Sebuah Makalah Penelitian,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun Alarm Pendeteksi Kebakaran Berbasis LoRa,"Dr. Ir. Muhamad Asvial, MEng."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun Pendeteksi Suhu Tubuh dengan Sensor Non-Contact Infrared Berbasis LoRa,"Dr. Ir. Muhamad Asvial, MEng."
2020/2021-2,Skripsi,Teknik Komputer,Implementasi dan Uji Performa Progressive Web Application (PWA) pada Aplikasi Dashboard,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Analisis Optimasi Kapasitas Pembangkit Listrik Tenaga Surya (PLTS) Yang Tersubstitusi Pada Sistem Distribusi Tenaga 20 kV Biak - Papua,"Ir. Agus R. Utomo, M.T."
2020/2021-2,Skripsi,Teknik Komputer,Progressive Web Application (PWA) untuk Konversi HTML Jadwal SIAK Menjadi File ICS dan Pengiklanan Event,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Pengaruh Kecepatan Angin pada Pembangkit Listrik Tenaga Bayu Terhadap Stabilitas Frekuensi dan Sudut Rotor Sistem Kelistrikan Sulbagsel,"Ir. Agus R. Utomo, M.T."
2020/2021-2,Skripsi,Teknik Komputer,Perancangan Sistem Prediksi Kandungan Polutan PM2.5 di Jakarta dengan Metode RNN-LSTM dan ARIMA,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Pengaruh Kecepatan Angin dan Regulasi Frekuensi Primer terhadap Kestabilan Frekuensi Daya Keluaran PLTB yang Terintegrasi dengan Sistem Tenaga Listrik Sulbagsel,"Ir. Agus R. Utomo, M.T."
2020/2021-2,Skripsi,Teknik Komputer,Perancangan Simulator Multichannel Slotted Aloha untuk Massive Machine-Type Communication (mMTC) pada Jaringan 5G,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-2,Skripsi,Teknik Komputer,"Perancangan Sistem Pendeteksi Kesegaran Buah Pisang dengan Convolutional Neural Network, DenseNet, dan GoogleNet","Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Studi Pengaruh Penerapan Battery Energy Storage (BESS) Pada PLTB Yang Terintegrasi Dalam Kelistrikan Sulawesi Bagian Selatan (Sulbagsel) Terhadap Kestabilan Frekuensi dan Tegangan Sistem,"Ir. Agus R. Utomo, M.T."
2020/2021-2,Skripsi,Teknik Komputer,Perbandingan Implementasi Honeynet Open Source pada Demilitarized Zone (DMZ) dan Untrusted network.,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Studi Pengaruh Variasi Kecepatan Angin Terhadap Tegangan dan Daya Keluaran PLTB yang Terintegrasi Pada Sistem Tenaga Listrik Sulawesi Bagian Selatan,"Ir. Agus R. Utomo, M.T."
2020/2021-2,Skripsi,Teknik Komputer,Rancang Bangun Sistem Deteksi Pneumonia dan COVID-19 Berbasis X-Ray Paru-Paru Menggunakan DenseNet-161 dan Rangerlars Optimizers,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Analisis Pengaruh Gangguan Hubung Singkat Saru Fasa Ke Tanah Pada Saluran Pemalang Terhadap Stabilitas frekuensi dan Tegangan Pada Sistem Jawa Bali,"Ir. Agus R. Utomo, M.T."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Analisis Sistem Pencahayaan Ruang pada Rumah,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2020/2021-2,Skripsi,Teknik Komputer,Rancang Bangun Sistem Deteksi Objek untuk Sistem Kasir Mandiri Berbasis Faster Region Based Convolution Neural Network dann You Only Look Once 9000,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-2,Skripsi,Teknik Komputer,Implementasi Sistem Absensi Work From Home Untuk Karyawan Perusahaan Berbasis PHP Menggunakan Metode Geotagging,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2020/2021-2,Skripsi,Teknik Komputer,Perbandingan Convolutional Neural Network dan Multihead Attention dengan Recurrent Neural Network Sebagai Multiclass Keyword Spotting Pada Edge Device,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Rancang Bangun Alat Ukur Parameter Ventilator Portabel Berbasis Mikrokontroler ESP32,"Tomy Abuzairi,"
2020/2021-2,Skripsi,Teknik Komputer,Perbandingan Depthwise Separable Convolutional Neural Network dan Convolutional Neural Network Sebagai Multiclass Keyword Spotting Pada Edge Device,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-2,Skripsi,Teknik Komputer,Perbandingan Convolutional Neural Network dan Convolutional Recurrent Neural Network sebagai Model Multiclass Keyword Spotting pada Edge Device,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Analisis Pengaruh Variasi Daya Terhadap Kenaikan Suhu Pada Berbagai Jenis Kabel Dalam Penggunaan Kompor Induksi,"Dr.Ing Budi Sudiarto, ST., MT."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Perancangan Sistem Proteksi Petir Eksternal Menggunakan Early Streamer Emission Air Terminal pada Gedung iCell Fakultas Teknik Universitas Indonesia,"Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Evaluasi Sistem Proteksi Petir Internal Pada Gedung Departemen Arsitektur Fakultas Teknik Universitas Indonesia,"Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Perancangan Sistem Proteksi Eksternal Dengan Basis Tipe Kurn Pada Gedung MRC Fakultas Teknik Universitas Indonesia,"Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Perancangan Sistem Pembangkit Listrik TTenaga Surya Off-Grid (Stand Alone) Sebagai Pembangkit Utama Untuk Memenuhi Kebutuhan Energi Listrik Pada Home Industry Laundry,"Ir. I Made Ardita Y, M.T."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Studi Implementasi Smart Metering Berbasis Teknologi LoRa pada 4 Titik Beban di Universitas Indonesia,"Ir. I Made Ardita Y, M.T."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Desain Solar Panel pada Sistem Kelistrikan Kapal Tugboat PT Nongsa Jaya Buana,"Ir. I Made Ardita Y, M.T."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Evaluasi Perencanaan Instalasi Listrik Tenaga Dengan Studi Aliran Daya Dan Hubung Singkat Pada Industri Kemasan Plastik,"Ir. I Made Ardita Y, M.T."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Penyetelan Rele Restricted Earth Fault (REF) Pada Proteksi Transformator Daya 30 MVA Tegangan Menengah 150/20 kV,"Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Penyetelan Overcurrent Relay (OCR) dan Ground Fault Relay (GFR) Pada Proteksi Transformator Daya 30 MVA Tegangan Menengah 150/20 kV,"Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Studi Penyetelan Rele Proteksi Diferensial Sebagai Proteksi Utama pada Transformator Daya 30 MVA,"Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Studi Parameter Gait Analysis untuk Menguji Keakuratan Xbox Kinect sebagai Alat Bantu Rehabilitasi Medis,"Dr. Basari, S.T., M.Eng."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Analisis Pengaruh Penambahan BESS pada Kestabilan Frekuensi dan Tegangan Jaringan Sistem Tenaga Listrik Indonesia Bagian Timur,"Taufiq Alif Kurniawan, MSc.Eng"
2020/2021-2,Skripsi,Teknik Elektro Paralel,"Studi Tekno-Ekonomis Pemasangan Baterai pada Sistem Hybrida Diesel-Surya Jaringan Mikro di Estonia, Eropa Utara","Taufiq Alif Kurniawan, MSc.Eng"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Desain Sistem Pemantauan dan Pengontrolan Greenhouse Otomatis dengan Implementasi IoT Menggunakan Protokol MQTT,"Taufiq Alif Kurniawan, MSc.Eng"
2020/2021-2,Skripsi,Teknik Elektro Reguler,Evaluasi Sistem Penerangan pada Ruang Laboratorium Departemen Teknik Elektro Universitas Indonesia,"Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Audit Sistem Pencahayaan dan Studi Penggantian Sumber Pencahayaan dalam Ruangan Perkantoran,"Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,"Perancangan Sistem Komunikasi Cahaya Tampak Nirkabel untuk Standardisasi Lapisan PHY II dengan Teknik Modulasi On-Off Keying, Pengkodean Non-Return-To-Zero Unipolar, dan Konfigurasi Array-LED 1x2","Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2020/2021-2,Skripsi,Teknik Elektro Paralel,Simulasi Optimasi Kinerja Motor Asinkron 3-fase Dengan Static Frequency Converter Menggunakan Matlab Simulink,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Perbandingan Model Deep Learning untuk Klasifikasi Penyakit Retina,"Dr. Ir. Muhamad Asvial, MEng."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Prediksi Sisa Umur Transformator di Lapangan Pertamina Hulu Energi Offshore South East Sumatra,"Ir. I Made Ardita Y, M.T."
2020/2021-2,Skripsi,Teknik Elektro Paralel,"Studi Optimalisasi Penetrasi Pembangkit Listrik Tenaga Surya dengan Konfigurasi On-Grid pada Jaringan Tegangan Menengah 20 kV Biak, Papua","Ir. I Made Ardita Y, M.T."
2020/2021-2,Skripsi,Teknik Elektro Reguler,"Studi Interkoneksi Rancangan Sistem Pembangkit Listrik Tenaga Surya Hibrid pada Jaringan Eksisting 20 kV Merauke, Papua","Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,"Studi Interkoneksi Perencanaan Pembangkit Listrik Tenaga Surya 3 MW Dengan Konfigurasi On-Grid Tanpa Baterai Pada Jaringan Tegangan Menengah 20 kV Merauke, Papua","Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,"Studi Optimalisasi Dan Perancangan Sistem Hibrid Pada Jaringan Terisolasi Di Daerah Merauke, Papua.","Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,"Optimalisasi dan Perancangan Sistem Hibrid Pembangkit Listrik Tenaga Surya dan Pembangkit Listrik Tenaga Diesel di Pulo Panjang Serang, Banten","Ir. Amien Rahardjo, MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,"Studi Aliran Daya, Hubung Singkat, dan Stabilitas Interkoneksi Pembangkit Listrik Tenaga Panas Bumi Pada Sistem di Indonesia Bagian Timur","Ir. I Made Ardita Y, M.T."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Analisa Stabilitas Sistem Pelepasan Beban Menggunakan Under Frequency Relay Untuk Prediksi Beban Tahun 2022-2024 Pada Sistem Indonesia di Bagian Timur,"Prof. Dr. Ir. Iwa Garniwa M. K., MT."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Klasifikasi Chest X-ray Penderita COVID-19 Menggunakan Metode Deep Convolutional Neural Network ArsitekturInceptionV3 dan ResNet50,"Dr. Muhammad Suryanegara, ST., M.Sc., IPM."
2020/2021-2,Skripsi,Teknik Elektro Reguler,SEGMENTASI LOKASI DAN UKURAN TUMOR OTAK MENGGUNAKAN METODE DEEP CONVOLUTIONAL NEURAL NETWORK ARSITEKTUR U-NET DAN ResU-NET,"Dr. Muhammad Suryanegara, ST., M.Sc., IPM."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Klasifikasi 4 Kelas Penderita Demensia Menggunakan Metode Deep Convolutional Neural Network Arsitektur VGG-16 dan VGG-19,"Dr. Muhammad Suryanegara, ST., M.Sc., IPM."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Optimasi Penempatan Pembangkit Terdistribusi Fotovoltaik (PV-DG) Dengan Metode Sensitivitas Tegangan,"Ir. Agus R. Utomo, M.T."
2020/2021-2,Skripsi,Teknik Elektro Reguler,Optimalisasi Kapasitas Sistem Hibrid PLTS/PLTD/BESS dengan Perbedaan Biaya Berbasis Waktu pada Daerah Terisolasi di Wilayah Bagian Timur Indonesia,"Ir. Agus R. Utomo, M.T."
2020/2021-2,Skripsi,Teknik Elektro Paralel,Studi Pengaruh Penambahan Sistem Penyimpanan Energi Baterai Terhadap Stabilitas Sistem Hibrida Diesel-Surya,"Ir. Agus R. Utomo, M.T."
2020/2021-1,Skripsi,Teknik Elektro,Rancang Bangun dan Analisis Performa Robot Navigasi Racecar Metode Slam Menggunakan Robot Operating System,"Prof. Drs. Benyamin Kusumoputro, MEng., Dr.Eng."
2020/2021-1,Skripsi,Teknik Komputer,Rancangan dan Evaluasi Algoritma Deteksi DDoS untuk SDN Controller berbasis Entropi,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-1,Skripsi,Teknik Komputer,Analisis Keamanan Jaringan Berdasarkan Tingkat Kritikalitas Berbasis Metrik CVSS 3.0 dan MIitigasinya Pada Infrastruktur SOHO,"Dr. Ir. Muhammad Salman, ST, MIT"
2020/2021-1,Skripsi,Teknik Komputer,Sistem Pelacakan Objek Bergerak dengan Integrasi GPS dan INS,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2020/2021-1,Skripsi,Teknik Elektro Reguler,"Penggunaan Teknik Knife-Coating, Doctor-Blading, dan Flame Deposition Untuk Deposisi Karbon Sebagai Elektroda Sel Surya Perovskite","Prof. DR. Ir. Nji Raden Poespawati, MT"
2020/2021-1,Skripsi,Teknik Elektro Reguler,Optimalisasi Molaritas Prekursi Perovskite untuk Meningkatkan Unjuk Kerja Sel Surya Perovskite,"Prof. DR. Ir. Nji Raden Poespawati, MT"
2020/2021-1,Skripsi,Teknik Elektro,Analisis Pengaruh Setting Daya Terhadap Efisiensi Kompor Induksi,"Prof. Dr. Ir. Harry Sudibyo, DEA"
2020/2021-1,Skripsi,Teknik Elektro,Analisis Pengaruh Variasi Tegangan Terhadap Efisiensi Energi pada Kompor Induksi,"Prof. Dr. Ir. Harry Sudibyo, DEA"
2020/2021-1,Skripsi,Teknik Elektro Internasional,Analisis Audit Instalasi pada Rumah 2200VA,"Ir. Amien Rahardjo, MT."
2020/2021-1,Skripsi,Teknik Elektro Paralel,Rancang Bangun Monitoring pada DC House Berbasis IoT (Internet of Things),"Ir. I Made Ardita Y, M.T."
2020/2021-1,Skripsi,Teknik Elektro Reguler,"Analisis Pengaruh Penambahan Kapasitas Pembangkit Listrik Tenaga Surya pada Grid Terisolasi Hibrida Diesel-Surya di Terminal Khusus Batu Bara Kelanis, Kalimantan Tengah","Ir. I Made Ardita Y, M.T."
2020/2021-1,Skripsi,Teknik Komputer,Sistem Penilaian Esai Otomatis (Simple – O) untuk Ujian Bahasa Jepang dengan BIDIRECTIONAL LSTM dan Manhattan Distance.,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-1,Skripsi,Teknik Komputer,Pengembangan Sistem Penilaian Esai Otomatis (SIMPLE-O) untuk Ujian Bahasa Indonesia dengan Gated Recurrent Unit,"Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2020/2021-1,Skripsi,Teknik Elektro Paralel,Rancang Bangun Processing Board Nirkabel Berbasis ESP-32 untuk Analisis Sinyal EMG,"Dr. Basari, S.T., M.Eng."
2020/2021-1,Skripsi,Teknik Komputer,Rancang Bangun Sistem Klasifikasi Pneumonia dengan Menggunakan ResNet Pretrained Model,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-1,Skripsi,Teknik Elektro Paralel,Desain Power Amplifier Kelas E dengan Terminasi Harmonik Ketiga Pada Frekuensi 6.78 MHz Untuk Aplikasi Wireless Power Transfer,"Taufiq Alif Kurniawan, MSc.Eng"
2020/2021-1,Skripsi,Teknik Komputer,Pengembangan Algoritma Deteksi COVID-19 Berbasis Deep Learning Dengan Arsitektur ResNet 152v2,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2020/2021-1,Skripsi,Teknik Elektro Paralel,Rancang Bangun Antena Implan Dipole pada Frekuensi 924 MHz,"Dr. Basari, S.T., M.Eng."
2020/2021-1,Skripsi,Teknik Elektro Paralel,Desain Rangkaian Envelope Detector Berbasis Dioda Schottky Bat 15099 untuk Tegangan Input Rendah Pada Frekuensi 14MHz,"Taufiq Alif Kurniawan, MSc.Eng"
2020/2021-1,Skripsi,Teknik Komputer,Kran Cuci Tangan Tanpa Sentuh dengan Pompa Benam dan Perwaktuan Variabel,"Dr. Ruki Harwahyu, ST. MT. MSc."
2020/2021-1,Skripsi,Teknik Elektro Reguler,Analisis Pengaruh Temperatur Annealing dan Jumlah Deposisi PFO Terhadap Performa OLED yang Difabrikasikan Dengan Metode Laminasi,"Dr.Eng. Arief Udhiarto, S.T.,M.T.,IPM."
2020/2021-1,Skripsi,Teknik Komputer,Rancang Bangun Sistem Pengenalan Pelat Nomor dan Pengendara Secara Otomatis Menggunakan Deep learning untuk Sistem Parkir yang Aman,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2020/2021-1,Skripsi,Teknik Komputer,Perancangan dan Implementasi Sistem Pendeteksian dan Pelacakan Objek Bola Berdasarkan Jaringan Saraf Tiruan,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-1,Skripsi,Teknik Komputer,Rancang Bangun Pengendalian Sistem Akuarium Jarak Jauh berbasis Internet of Things,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2020/2021-1,Skripsi,Teknik Elektro Paralel,Perancangan Purwarupa Pengaplikasian MPPT Pada Sistem Photovoltaic Battery Charger dengan Menggunakan Algoritma Fuzzy,"Tomy Abuzairi,"
2020/2021-1,Skripsi,Teknik Elektro,Analisis Perencanaan Jaringan Teknologi 3G/4G dan Penerapan Menara Bersama pada Kabupaten Humbang Hasundutan,"Dr. Muhammad Suryanegara, ST., M.Sc., IPM."
2020/2021-1,Skripsi,Teknik Elektro,Rancang Bangun Jaringan Sensor Nirkabel Pendeteksi Kapal Dengan GPS,"Ajib Setyo Arifin, ST.MT.Ph.D"
2020/2021-1,Skripsi,Teknik Elektro Reguler,Antropometri Digital dengan Metode Camera Calibration dan Reference Object serta Estimasi Berat Badan Berdasarkan Body Surface Area,"Tomy Abuzairi,"
2020/2021-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Antena 38 GHz untuk Aplikasi Radar Pendeteksi Foreign Objects Debris (FOD) pada Landasan Pacu,"Prof. Dr. Ir. Fitri Yuli Zulkifli, ST., MSc"
2020/2021-1,Skripsi,Teknik Elektro,Model Network Slicing 5G Menggunakan Metode Permissioned Blockchain,"Prof. Dr. Ir. Dadang Gunawan, M.Eng"
2020/2021-1,Skripsi,Teknik Elektro,Implementasi Computer Vision Sebagai Pendeteksi Pengguna Masker Menggunakan Jaringan Saraf Konvolusional dan Metode Transfer Learning untuk Uji Kepatuhan Masyarakat Terhadap Protokol COVID-19,"Prof. Dr. Ir. Dadang Gunawan, M.Eng"
2020/2021-1,Skripsi,Teknik Elektro Reguler,Desain Pengurai Derau Aktif Berbasis Metode Filtered-X Least Mean Square pada Perangkat Lunak Max 8 untuk Penerapan pada Ruang Terbuka,"Taufiq Alif Kurniawan, MSc.Eng"
2020/2021-1,Skripsi,Teknik Elektro Reguler,Optimasi Peletakkan Gateway LoRaWAN Smart Energy Meter Menggunakan Metode Binary Integer Programming Di Kampus UI Depok,"Taufiq Alif Kurniawan, MSc.Eng"
2020/2021-1,Skripsi,Teknik Elektro,Pengembangan Model Pertumbuhan dengan Artificial Neural Network untuk Tanaman Kangkung (Ipomoea aquatica) yang Ditanam dengan Metode Deep Water Culture,"Dr. Abdul Halim, MEng."
2020/2021-1,Skripsi,Teknik Elektro,Studi Kualitas Sinyal Media Komunikasi LoRa pada Aplikasi Smart Metering Berbasis LoRa di FT UI,"Dr.-Ing Budi Sudiarto, ST, MT"
2020/2021-1,Skripsi,Teknik Elektro,Studi Implementasi Smart Metering Berbasis Teknologi LoRa pada 4 Titik Beban di Fakultas Teknik Universitas Indonesia,"Dr.-Ing Budi Sudiarto, ST, MT"
2020/2021-1,Skripsi,Teknik Elektro,Studi Penentuan Kapasitas Sel Surya dan Baterai Sebagai Sistem Penyimpanan Energi pada Sistem Pembangkit Listrik Tenaga Hibrid di Daerah Papua Barat,"Ir Agus R. Utomo, MT"
2020/2021-1,Skripsi,Teknik Elektro,Studi Rancang Bangun Sistem Pembangkit Listrik Tenaga Surya 50 kWp Berbasis Potensi pada Daerah Indonesia Timur dengan Bantuan Perangkat Lunak MATLAB dan PVSyst,"Ir Agus R. Utomo, MT"
2020/2021-1,Skripsi,Teknik Elektro,Analisis Arus Bocor pada Motor Pompa Pengisi Boiler yang Diindikasikan Tangen Delta Meningkat Menggunakan Metode Pemeliharaan,"Prof.Dr. Ir. Rudy Setiabudy, DEA"
2020/2021-1,Skripsi,Teknik Elektro,Dampak Disturbansi Single Frequency pada Instalasi Listrik Tegangan Rendah terhadap Unjuk Kerja Power-Line Communication,"Dr.-Ing Budi Sudiarto, ST, MT"
2020/2021-1,Skripsi,Teknik Elektro,Kajian Dampak Perlintasan Saluran Transmisi 500 kV terhadap Keamanan dan Proteksi Saluran Pipa,"Dr.-Ing Budi Sudiarto, ST, MT"
